lookback,top_k,bottom_k,rebalance,filter_long,filter_short,cagr,max_dd,sharpe,calmar,total_return,n_periods,avg_turnover,avg_long_ret,avg_short_ret,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026
30,15,5,weekly,none,none,2.18,-59.1,0.221,0.037,5.39,325,61.1,1.058,-0.546,31.2,6.2,-19.28,-7.34,-6.56,8.8,7.91
30,15,5,weekly,none,ema200_below,-9.2,-74.73,-0.126,-0.123,-49.39,307,61.2,0.481,-0.474,33.47,-42.33,-16.2,-14.23,-18.92,9.72,11.55
30,15,5,weekly,ema200_above,none,11.95,-32.2,0.624,0.371,99.39,206,62.3,1.364,-0.122,14.55,7.22,-0.12,15.75,19.36,7.36,7.69
30,15,5,weekly,ema200_above,ema200_below,-1.54,-56.72,0.171,-0.027,-6.86,188,62.5,0.456,0.003,15.47,-41.42,0.93,7.19,3.61,7.25,12.09
30,15,5,biweekly,none,none,6.83,-65.47,0.518,0.104,43.62,162,75.1,2.993,-1.578,1.89,125.56,-32.05,-10.5,-4.46,9.86,2.5
30,15,5,biweekly,none,ema200_below,-4.35,-72.35,0.123,-0.06,-27.4,153,75.0,1.557,-1.071,1.2,29.08,-32.3,-11.97,-10.98,7.04,2.45
30,15,5,biweekly,ema200_above,none,13.05,-43.45,0.905,0.3,110.56,107,75.9,3.751,-1.223,-5.68,98.48,4.52,4.34,-4.91,1.62,5.09
30,15,5,biweekly,ema200_above,ema200_below,0.29,-49.35,0.388,0.006,3.97,98,76.3,1.58,-0.45,-8.35,13.52,3.08,2.62,-11.39,-0.97,5.33
30,15,10,weekly,none,none,5.43,-53.36,0.304,0.102,33.48,325,58.6,1.058,-0.492,35.55,56.52,-10.02,-16.07,-8.81,1.29,-6.16
30,15,10,weekly,none,ema200_below,-10.19,-68.59,-0.301,-0.149,-50.69,290,59.7,0.216,-0.366,26.85,-18.28,-11.66,-27.06,-15.23,-0.03,-9.36
30,15,10,weekly,ema200_above,none,16.96,-24.26,0.844,0.699,159.92,206,60.5,1.364,-0.004,15.89,53.71,0.09,6.38,16.06,15.23,0.29
30,15,10,weekly,ema200_above,ema200_below,1.03,-36.92,0.207,0.028,5.64,171,62.3,0.015,0.406,14.16,-18.34,-0.41,-8.2,7.88,13.28,1.81
30,15,10,biweekly,none,none,15.9,-52.54,0.806,0.303,141.18,162,72.2,2.993,-1.242,7.41,140.07,-24.19,-13.44,24.29,26.4,-6.51
30,15,10,biweekly,none,ema200_below,0.12,-55.43,0.196,0.002,-2.27,146,73.1,1.135,-0.6,10.27,3.37,-25.87,-17.05,22.99,26.89,-7.92
30,15,10,biweekly,ema200_above,none,24.75,-31.75,1.472,0.78,279.86,107,73.8,3.751,-0.528,-3.25,111.2,4.7,7.32,22.53,31.3,0.73
30,15,10,biweekly,ema200_above,ema200_below,8.03,-31.9,0.846,0.252,59.37,91,75.0,0.915,0.691,0.93,-8.37,3.17,2.87,21.24,31.72,-1.12
30,15,15,weekly,none,none,-0.43,-55.47,0.13,-0.008,-4.45,325,56.3,1.058,-0.733,28.98,40.83,-12.74,-18.94,-1.89,-6.89,-17.05
30,15,15,weekly,none,ema200_below,-15.57,-72.44,-0.628,-0.215,-65.67,275,58.8,0.128,-0.591,13.3,-16.31,-14.47,-25.95,-22.74,-7.06,-18.89
30,15,15,weekly,ema200_above,none,11.56,-29.44,0.662,0.393,95.63,206,58.1,1.364,-0.319,13.43,45.49,-1.32,-5.6,26.99,0.28,-1.97
30,15,15,weekly,ema200_above,ema200_below,-4.12,-44.36,-0.158,-0.093,-22.13,160,61.4,-0.19,0.208,6.02,-11.36,-1.24,-13.87,-0.01,0.1,-1.57
30,15,15,biweekly,none,none,13.5,-51.96,0.752,0.26,115.42,162,70.5,2.993,-1.46,5.96,129.97,-31.61,-13.66,37.89,29.57,-14.99
30,15,15,biweekly,none,ema200_below,-4.08,-54.71,-0.096,-0.075,-23.78,138,72.5,0.997,-0.913,7.49,-4.29,-32.84,-15.63,20.89,29.93,-15.57
30,15,15,biweekly,ema200_above,none,24.34,-26.51,1.518,0.918,272.03,107,71.8,3.751,-0.644,-2.27,103.04,3.53,1.9,35.94,27.83,0.29
30,15,15,biweekly,ema200_above,ema200_below,5.77,-26.85,0.718,0.215,37.73,85,73.8,0.691,0.541,2.1,-13.03,2.0,0.04,19.17,28.17,-0.88
30,15,20,weekly,none,none,-5.44,-61.37,-0.031,-0.089,-29.27,324,54.2,1.04,-0.913,31.2,25.06,-23.54,-21.3,2.57,-11.49,-21.09
30,15,20,weekly,none,ema200_below,-18.58,-76.93,-0.81,-0.241,-71.98,267,58.0,-0.071,-0.571,12.69,-16.5,-23.95,-26.7,-19.26,-13.94,-23.11
30,15,20,weekly,ema200_above,none,9.17,-25.04,0.575,0.366,71.93,206,55.9,1.364,-0.469,15.21,30.29,-2.07,-8.82,31.93,-1.05,-3.61
30,15,20,weekly,ema200_above,ema200_below,-4.73,-42.71,-0.229,-0.111,-24.52,159,59.9,-0.153,0.106,7.91,-11.88,-1.58,-15.39,3.86,-4.07,-3.61
30,15,20,biweekly,none,none,13.82,-46.17,0.788,0.299,119.77,161,68.2,2.966,-1.444,18.57,103.43,-26.54,-11.46,31.05,28.42,-16.23
30,15,20,biweekly,none,ema200_below,-5.13,-53.44,-0.203,-0.096,-28.04,134,71.7,0.569,-0.62,6.79,-9.58,-28.52,-15.39,20.49,23.57,-16.71
30,15,20,biweekly,ema200_above,none,22.45,-20.86,1.476,1.076,239.31,107,69.5,3.751,-0.862,7.21,80.27,2.27,1.91,29.71,28.94,-1.11
30,15,20,biweekly,ema200_above,ema200_below,3.54,-31.0,0.532,0.114,22.31,85,72.4,0.691,0.214,3.74,-17.65,0.82,-2.5,19.27,24.02,-2.08
30,20,5,weekly,none,none,6.15,-56.86,0.352,0.108,44.75,324,59.7,1.168,-0.48,23.22,21.94,-13.06,-3.91,-10.66,6.93,20.63
30,20,5,weekly,none,ema200_below,-5.47,-71.1,0.02,-0.077,-29.36,306,59.7,0.609,-0.403,25.96,-32.81,-9.77,-11.1,-22.67,7.83,24.7
30,20,5,weekly,ema200_above,none,9.7,-42.46,0.581,0.228,67.74,172,63.3,1.816,-0.595,18.34,17.87,-2.99,1.37,22.21,-4.68,7.33
30,20,5,weekly,ema200_above,ema200_below,-3.1,-61.14,0.067,-0.051,-19.36,154,64.0,0.785,-0.482,18.51,-34.66,-1.37,-6.18,9.24,-4.79,11.69
30,20,5,biweekly,none,none,5.11,-66.45,0.497,0.077,35.1,161,73.8,2.783,-1.488,-2.71,104.73,-26.24,-10.17,-16.09,5.53,16.19
30,20,5,biweekly,none,ema200_below,-4.37,-72.06,0.152,-0.061,-24.36,152,73.7,1.511,-0.972,-1.62,28.05,-26.49,-11.68,-22.18,2.84,16.14
30,20,5,biweekly,ema200_above,none,12.49,-50.57,1.0,0.247,94.0,87,77.1,3.684,-0.996,14.52,83.07,4.05,-6.33,-13.26,4.43,6.79
30,20,5,biweekly,ema200_above,ema200_below,0.94,-59.57,0.492,0.016,9.62,78,77.6,1.343,0.055,7.84,14.46,3.89,-6.16,-19.55,1.78,7.03
30,20,10,weekly,none,none,9.78,-44.87,0.448,0.218,77.5,324,57.1,1.168,-0.449,27.86,80.04,-3.07,-12.86,-12.56,-0.26,5.08
30,20,10,weekly,none,ema200_below,-6.92,-58.51,-0.167,-0.118,-36.1,289,58.2,0.322,-0.317,19.31,-13.03,-4.82,-23.32,-15.25,-1.57,1.52
30,20,10,weekly,ema200_above,none,17.72,-23.73,0.937,0.747,151.73,172,61.2,1.816,-0.295,24.77,68.56,-0.22,-3.55,13.94,8.15,3.73
30,20,10,weekly,ema200_above,ema200_below,1.25,-40.77,0.227,0.031,6.19,140,62.9,0.26,0.184,20.06,-15.28,-0.03,-15.4,11.23,6.35,5.53
30,20,10,biweekly,none,none,15.05,-46.25,0.839,0.326,131.78,161,70.9,2.783,-1.168,4.18,118.07,-17.74,-13.06,13.12,21.3,6.0
30,20,10,biweekly,none,ema200_below,0.97,-49.15,0.244,0.02,4.05,145,71.8,1.102,-0.514,5.54,8.13,-19.55,-16.68,9.07,21.77,4.41
30,20,10,biweekly,ema200_above,none,22.42,-18.07,1.731,1.241,215.43,87,75.2,3.684,-0.429,13.94,90.57,6.07,-1.14,12.4,22.84,2.57
30,20,10,biweekly,ema200_above,ema200_below,6.48,-28.02,0.882,0.231,45.71,73,76.7,0.618,0.972,8.42,-2.97,5.51,-4.78,8.38,23.24,1.13
30,20,15,weekly,none,none,3.61,-46.3,0.264,0.078,24.37,324,54.9,1.168,-0.703,21.3,61.68,-6.07,-15.83,-5.73,-8.5,-6.9
30,20,15,weekly,none,ema200_below,-11.78,-61.94,-0.481,-0.19,-54.01,274,57.4,0.277,-0.555,7.14,-6.94,-7.92,-22.76,-21.93,-8.63,-8.98
30,20,15,weekly,ema200_above,none,14.43,-26.64,0.826,0.542,112.63,172,58.7,1.816,-0.533,22.77,57.05,-1.28,-8.57,21.33,2.3,1.52
30,20,15,weekly,ema200_above,ema200_below,-1.51,-35.69,0.052,-0.042,-5.49,129,62.4,0.13,0.111,7.7,-5.64,-0.29,-15.99,4.09,2.13,1.57
30,20,15,biweekly,none,none,12.48,-46.04,0.771,0.271,103.2,161,69.3,2.783,-1.407,1.86,108.15,-25.81,-13.28,26.25,23.91,-3.6
30,20,15,biweekly,none,ema200_below,-2.34,-50.29,-0.002,-0.047,-14.56,137,71.4,1.058,-0.847,3.3,4.18,-27.13,-15.24,9.34,24.28,-4.26
30,20,15,biweekly,ema200_above,none,23.76,-13.31,1.961,1.785,240.8,87,73.3,3.684,-0.321,13.39,80.23,4.47,-2.17,24.99,27.72,2.97
30,20,15,biweekly,ema200_above,ema200_below,6.46,-21.56,1.021,0.3,43.69,67,76.0,0.449,1.074,6.81,-6.81,4.02,-3.51,8.23,28.06,1.81
30,20,20,weekly,none,none,-1.53,-52.09,0.087,-0.029,-9.52,324,52.7,1.168,-0.913,23.84,43.81,-17.72,-18.27,-1.54,-13.02,-11.39
30,20,20,weekly,none,ema200_below,-14.62,-67.51,-0.676,-0.217,-62.57,267,56.6,0.118,-0.571,8.58,-7.19,-18.16,-23.55,-18.38,-15.4,-13.64
30,20,20,weekly,ema200_above,none,12.98,-22.22,0.785,0.584,98.7,172,56.6,1.816,-0.639,21.27,40.43,-1.35,-10.62,27.76,7.58,-1.33
30,20,20,weekly,ema200_above,ema200_below,-1.27,-35.47,0.049,-0.036,-4.47,129,60.7,0.13,0.098,8.25,-5.9,-0.4,-15.91,5.69,4.32,-0.95
30,20,20,biweekly,none,none,12.43,-39.91,0.801,0.311,103.77,161,66.7,2.783,-1.444,12.62,84.25,-20.34,-11.07,19.68,22.7,-4.98
30,20,20,biweekly,none,ema200_below,-3.1,-43.7,-0.091,-0.071,-18.1,134,70.7,0.723,-0.62,4.26,-1.6,-22.48,-14.98,9.29,18.06,-5.51
30,20,20,biweekly,ema200_above,none,20.16,-13.81,1.812,1.46,194.73,87,70.9,3.684,-0.686,11.59,58.68,3.14,-2.58,20.14,34.7,0.53
30,20,20,biweekly,ema200_above,ema200_below,4.25,-24.73,0.808,0.172,28.86,67,74.6,0.449,0.701,4.76,-11.86,2.32,-6.23,9.6,29.55,-0.12
60,5,5,weekly,none,none,-39.26,-96.9,-0.742,-0.405,-95.48,325,52.8,0.34,-1.566,-6.49,-60.72,-49.37,-43.42,-10.83,-30.53,-30.57
60,5,5,weekly,none,ema200_below,-23.34,-88.55,-0.425,-0.264,-80.83,301,52.8,0.255,-0.811,17.76,15.19,-48.87,-48.58,8.89,-28.04,-31.27
60,5,5,weekly,ema200_above,none,-29.33,-93.89,-0.462,-0.312,-88.19,284,53.2,0.669,-1.423,-9.9,-65.46,-21.56,-28.7,-10.98,-15.32,-7.52
60,5,5,weekly,ema200_above,ema200_below,-10.25,-75.43,-0.053,-0.136,-49.84,260,53.1,0.601,-0.536,14.15,1.29,-20.8,-35.19,8.71,-12.29,-8.39
60,5,5,biweekly,none,none,-29.93,-93.87,-0.705,-0.319,-88.88,162,66.5,0.97,-2.551,-23.18,-39.35,-43.52,-50.35,-14.41,12.99,-11.87
60,5,5,biweekly,none,ema200_below,-17.94,-83.88,-0.348,-0.214,-70.52,151,65.8,0.598,-1.226,-15.98,14.28,-43.08,-50.3,9.15,12.99,-11.87
60,5,5,biweekly,ema200_above,none,-18.13,-86.38,-0.285,-0.21,-70.88,140,67.6,1.071,-1.621,-25.32,-43.36,-18.0,-17.82,-7.65,19.5,-4.6
60,5,5,biweekly,ema200_above,ema200_below,-3.96,-63.47,0.184,-0.062,-22.78,129,66.8,0.645,0.009,-19.5,6.72,-17.35,-17.73,17.77,19.5,-4.6
60,5,10,weekly,none,none,-30.13,-91.43,-0.626,-0.33,-88.61,322,49.8,0.303,-1.159,4.34,-50.13,-46.08,-38.29,15.7,7.26,-48.73
60,5,10,weekly,none,ema200_below,-20.68,-82.72,-0.429,-0.25,-75.14,284,50.9,0.116,-0.63,9.72,6.77,-45.99,-40.03,13.96,9.31,-49.14
60,5,10,weekly,ema200_above,none,-18.27,-82.9,-0.297,-0.22,-71.31,284,50.3,0.669,-1.019,1.94,-55.64,-18.18,-24.49,16.3,31.71,-31.41
60,5,10,weekly,ema200_above,ema200_below,-6.91,-60.4,-0.02,-0.114,-37.36,246,51.6,0.51,-0.387,8.32,-5.04,-18.06,-26.62,14.55,34.21,-31.92
60,5,10,biweekly,none,none,-24.28,-87.88,-0.665,-0.276,-81.21,160,63.9,0.797,-2.06,-6.43,-28.98,-46.43,-44.49,-10.04,41.03,-26.8
60,5,10,biweekly,none,ema200_below,-15.23,-77.1,-0.356,-0.198,-62.6,142,65.0,0.459,-1.036,1.54,26.92,-46.35,-43.85,-9.46,41.96,-26.8
60,5,10,biweekly,ema200_above,none,-10.31,-73.26,-0.122,-0.141,-48.34,140,65.1,1.071,-1.153,-6.22,-33.62,-18.06,-13.49,-2.0,51.59,-20.77
60,5,10,biweekly,ema200_above,ema200_below,0.59,-46.65,0.306,0.013,2.82,122,66.5,0.719,0.173,2.05,18.61,-17.93,-12.5,-1.37,52.55,-20.77
60,5,15,weekly,none,none,-27.26,-88.73,-0.601,-0.307,-85.74,321,48.0,0.267,-1.035,10.47,-45.44,-47.01,-32.69,11.31,25.15,-52.6
60,5,15,weekly,none,ema200_below,-24.72,-85.94,-0.667,-0.288,-82.39,270,50.1,-0.15,-0.696,0.44,-10.25,-46.98,-38.7,0.07,26.0,-52.55
60,5,15,weekly,ema200_above,none,-15.05,-78.83,-0.238,-0.191,-63.64,284,48.4,0.669,-0.904,9.58,-52.39,-19.76,-19.35,12.88,53.68,-36.62
60,5,15,weekly,ema200_above,ema200_below,-12.14,-70.44,-0.231,-0.172,-55.31,233,50.9,0.271,-0.485,-1.04,-21.66,-19.73,-26.55,1.48,54.71,-36.52
60,5,15,biweekly,none,none,-21.24,-85.23,-0.625,-0.249,-76.38,160,61.7,0.797,-1.884,5.49,-24.97,-52.78,-36.58,-8.38,54.78,-30.56
60,5,15,biweekly,none,ema200_below,-23.78,-86.51,-0.875,-0.275,-80.66,135,63.5,-0.091,-1.565,-6.66,-2.93,-52.49,-40.41,-31.29,56.11,-30.56
60,5,15,biweekly,ema200_above,none,-6.46,-67.23,-0.004,-0.096,-33.23,140,62.8,1.071,-0.891,5.94,-29.87,-19.92,-10.38,0.01,66.76,-24.75
60,5,15,biweekly,ema200_above,ema200_below,-10.33,-67.68,-0.186,-0.153,-45.64,115,65.3,0.083,-0.304,-10.86,-9.25,-19.43,-15.79,-25.0,68.17,-24.75
60,5,20,weekly,none,none,-26.53,-87.86,-0.605,-0.302,-84.8,320,46.3,0.25,-1.005,11.16,-44.96,-52.3,-33.17,16.21,41.15,-52.51
60,5,20,weekly,none,ema200_below,-28.83,-86.87,-0.84,-0.332,-85.42,255,49.6,-0.604,-0.478,-7.03,-21.37,-51.93,-39.17,0.99,42.5,-52.46
60,5,20,weekly,ema200_above,none,-13.15,-78.25,-0.198,-0.168,-58.21,284,46.8,0.669,-0.834,9.3,-51.79,-21.79,-20.51,17.65,73.33,-36.46
60,5,20,weekly,ema200_above,ema200_below,-14.34,-73.19,-0.315,-0.196,-58.52,221,50.5,-0.078,-0.259,-6.81,-31.09,-21.2,-27.65,2.23,74.97,-36.36
60,5,20,biweekly,none,none,-18.1,-81.15,-0.553,-0.223,-70.94,159,59.4,0.688,-1.585,12.4,-23.91,-45.97,-35.12,-9.98,62.15,-31.8
60,5,20,biweekly,none,ema200_below,-22.16,-82.22,-0.931,-0.269,-78.39,125,63.3,-1.132,-0.585,-1.54,-5.97,-45.54,-33.69,-32.87,63.96,-31.8
60,5,20,biweekly,ema200_above,none,-5.33,-63.87,0.026,-0.083,-28.0,140,60.5,1.071,-0.837,8.52,-28.94,-18.88,-10.45,-0.58,74.49,-25.98
60,5,20,biweekly,ema200_above,ema200_below,-8.13,-59.89,-0.244,-0.136,-46.08,107,65.2,-0.778,0.433,-1.54,-12.16,-18.24,-8.47,-25.9,76.41,-25.98
60,10,5,weekly,none,none,-28.8,-92.08,-0.493,-0.313,-87.27,322,50.8,0.848,-1.535,-5.26,-44.16,-34.77,-33.6,-21.76,-34.32,5.12
60,10,5,weekly,none,ema200_below,-16.75,-81.83,-0.282,-0.205,-66.71,298,51.2,0.5,-0.77,14.81,6.01,-34.16,-40.14,-4.71,-31.95,4.11
60,10,5,weekly,ema200_above,none,-20.07,-80.49,-0.367,-0.249,-73.18,242,52.1,0.406,-0.885,-14.52,-42.53,-8.65,-18.04,-16.11,-18.14,3.73
60,10,5,weekly,ema200_above,ema200_below,-6.2,-56.5,-0.031,-0.11,-29.94,218,52.7,-0.118,0.231,3.1,9.14,-7.8,-26.12,2.17,-15.2,2.7
60,10,5,biweekly,none,none,-21.74,-85.38,-0.519,-0.255,-77.25,160,64.2,1.518,-2.459,-30.41,-10.76,-32.67,-39.35,-12.94,-3.06,4.89
60,10,5,biweekly,none,ema200_below,-12.64,-71.92,-0.224,-0.176,-55.53,149,64.1,0.841,-1.11,-24.19,26.14,-32.17,-39.28,9.56,-3.06,4.89
60,10,5,biweekly,ema200_above,none,-2.81,-63.67,0.193,-0.044,-13.69,121,66.0,1.37,-0.757,-33.63,-9.94,1.38,-13.51,-14.51,73.66,8.5
60,10,5,biweekly,ema200_above,ema200_below,8.45,-40.03,0.739,0.211,65.96,110,66.3,0.437,1.214,-29.05,27.3,2.14,-13.43,7.58,73.66,8.5
60,10,10,weekly,none,none,-17.13,-74.57,-0.329,-0.23,-67.99,322,47.6,0.848,-1.159,9.09,-29.57,-30.52,-27.28,1.78,1.79,-21.77
60,10,10,weekly,none,ema200_below,-13.69,-68.78,-0.315,-0.199,-58.87,284,49.2,0.372,-0.63,14.19,-4.78,-30.42,-28.57,-7.12,3.77,-22.37
60,10,10,weekly,ema200_above,none,-8.46,-53.31,-0.115,-0.159,-39.61,242,49.6,0.406,-0.417,1.99,-27.95,-8.69,-10.62,9.56,3.09,-12.95
60,10,10,weekly,ema200_above,ema200_below,-4.02,-37.99,-0.021,-0.106,-21.43,204,52.0,-0.339,0.469,10.07,-2.55,-8.38,-12.21,-0.02,5.08,-13.63
60,10,10,biweekly,none,none,-13.88,-71.0,-0.423,-0.196,-59.27,160,61.5,1.518,-2.06,-9.84,5.1,-36.18,-32.47,-9.39,24.63,-12.8
60,10,10,biweekly,none,ema200_below,-10.64,-63.87,-0.341,-0.167,-48.99,142,63.2,0.655,-1.036,0.7,10.99,-36.1,-31.69,-5.69,25.51,-12.8
60,10,10,biweekly,ema200_above,none,3.17,-41.1,0.426,0.077,23.41,121,63.5,1.37,-0.441,-13.21,-0.05,0.34,-7.46,-10.17,77.64,-6.33
60,10,10,biweekly,ema200_above,ema200_below,7.83,-23.73,0.716,0.33,53.75,103,65.4,0.153,1.242,-1.83,5.55,0.63,-6.41,-6.5,78.88,-6.33
60,10,15,weekly,none,none,-13.52,-68.46,-0.275,-0.198,-59.11,321,45.8,0.824,-1.035,16.41,-23.02,-31.73,-20.54,-2.11,19.12,-27.64
60,10,15,weekly,none,ema200_below,-15.94,-71.67,-0.496,-0.222,-65.63,270,48.4,0.242,-0.696,8.02,-10.94,-31.7,-26.88,-17.43,19.94,-27.54
60,10,15,weekly,ema200_above,none,-6.07,-48.77,-0.06,-0.124,-29.81,242,47.7,0.406,-0.34,8.72,-23.88,-11.11,-5.66,6.42,15.68,-19.51
60,10,15,weekly,ema200_above,ema200_below,-8.23,-49.38,-0.26,-0.167,-38.58,194,51.1,-0.448,0.288,7.41,-12.33,-10.97,-13.19,-10.24,16.47,-19.39
60,10,15,biweekly,none,none,-10.71,-69.76,-0.348,-0.154,-49.83,160,59.2,1.518,-1.884,1.49,10.27,-43.93,-23.12,-8.13,36.8,-17.31
60,10,15,biweekly,none,ema200_below,-17.79,-76.75,-0.874,-0.232,-69.66,135,61.9,0.338,-1.565,-0.68,-10.13,-43.59,-27.8,-26.91,37.99,-17.31
60,10,15,biweekly,ema200_above,none,7.17,-36.8,0.65,0.195,53.45,121,61.0,1.37,-0.155,-2.45,5.53,-1.74,-3.52,-8.77,86.26,-9.02
60,10,15,biweekly,ema200_above,ema200_below,-0.14,-48.29,0.218,-0.003,-0.14,99,63.6,-0.05,0.607,3.61,-13.99,-0.96,-9.39,-27.42,87.87,-9.02
60,10,20,weekly,none,none,-12.63,-69.37,-0.267,-0.182,-56.04,320,44.2,0.814,-1.005,16.74,-22.51,-38.44,-21.04,2.25,34.35,-27.49
60,10,20,weekly,none,ema200_below,-18.75,-72.98,-0.622,-0.257,-68.81,255,48.0,-0.11,-0.478,1.58,-18.07,-37.98,-27.93,-15.62,35.65,-27.39
60,10,20,weekly,ema200_above,none,-3.25,-46.32,0.038,-0.07,-16.24,242,46.0,0.406,-0.222,9.54,-21.49,-11.61,-5.23,11.98,26.83,-19.8
60,10,20,weekly,ema200_above,ema200_below,-8.45,-50.64,-0.307,-0.167,-38.77,186,50.6,-0.723,0.52,0.31,-17.37,-10.93,-13.49,-7.6,28.05,-19.69
60,10,20,biweekly,none,none,-7.24,-65.76,-0.222,-0.11,-38.5,159,57.0,1.428,-1.585,8.19,10.92,-35.69,-21.53,-9.76,42.61,-18.6
60,10,20,biweekly,none,ema200_below,-14.78,-68.2,-0.84,-0.217,-63.27,125,61.7,-0.517,-0.585,2.83,-8.04,-35.2,-20.46,-27.73,44.24,-18.6
60,10,20,biweekly,ema200_above,none,9.51,-35.21,0.799,0.27,74.33,121,58.8,1.37,0.019,2.65,9.16,-1.15,-4.29,-9.35,96.38,-9.12
60,10,20,biweekly,ema200_above,ema200_below,3.01,-36.76,0.264,0.082,4.58,92,64.2,-0.893,1.503,2.83,-9.48,-0.48,-2.98,-27.4,98.61,-9.12
60,15,5,weekly,none,none,-29.12,-92.87,-0.529,-0.314,-87.97,321,49.5,0.799,-1.532,-5.79,-43.5,-34.42,-31.2,-13.3,-48.6,13.22
60,15,5,weekly,none,ema200_below,-16.74,-83.18,-0.316,-0.201,-67.71,297,49.8,0.455,-0.764,12.91,8.58,-33.81,-36.18,5.14,-46.74,12.13
60,15,5,weekly,ema200_above,none,-20.99,-81.18,-0.47,-0.259,-75.0,205,52.1,0.889,-1.577,-15.64,-35.58,-3.14,-28.13,-3.88,-38.31,9.44
60,15,5,weekly,ema200_above,ema200_below,-6.73,-58.39,-0.096,-0.115,-32.53,181,53.2,0.336,-0.317,0.31,23.86,-2.27,-33.32,16.56,-36.08,9.44
60,15,5,biweekly,none,none,-20.41,-83.23,-0.469,-0.245,-74.75,160,62.1,1.638,-2.459,-28.81,-11.74,-36.42,-37.6,-0.37,-9.31,10.46
60,15,5,biweekly,none,ema200_below,-12.93,-71.07,-0.243,-0.182,-56.35,149,61.9,0.804,-1.11,-22.39,10.43,-35.94,-37.63,25.36,-9.31,10.46
60,15,5,biweekly,ema200_above,none,-6.5,-60.74,-0.021,-0.107,-31.63,106,64.9,2.013,-1.864,-33.13,6.03,-4.36,-20.4,-0.79,17.66,6.44
60,15,5,biweekly,ema200_above,ema200_below,2.15,-38.27,0.432,0.056,16.0,95,65.0,0.748,0.282,-28.66,32.67,-3.64,-20.41,24.83,17.66,6.44
60,15,10,weekly,none,none,-17.12,-75.96,-0.375,-0.225,-68.37,321,46.4,0.799,-1.148,7.72,-27.17,-30.08,-24.74,12.63,-19.35,-15.67
60,15,10,weekly,none,ema200_below,-16.25,-72.33,-0.494,-0.225,-66.28,283,48.0,0.179,-0.616,10.83,-14.44,-29.99,-23.98,-2.93,-17.77,-16.32
60,15,10,weekly,ema200_above,none,-6.68,-49.16,-0.089,-0.136,-32.53,205,49.6,0.889,-0.865,0.19,-15.59,-2.74,-19.53,21.92,-16.11,-2.18
60,15,10,weekly,ema200_above,ema200_below,-5.24,-40.26,-0.155,-0.13,-27.4,167,52.7,-0.144,0.114,6.27,-0.72,-2.42,-18.75,5.06,-14.48,-2.18
60,15,10,biweekly,none,none,-12.03,-68.13,-0.372,-0.177,-53.57,160,59.4,1.638,-2.06,-7.72,4.67,-39.78,-30.48,4.15,18.19,-8.04
60,15,10,biweekly,none,ema200_below,-10.89,-65.05,-0.386,-0.167,-49.78,142,61.0,0.602,-1.036,0.31,3.71,-39.7,-29.7,2.55,19.03,-8.04
60,15,10,biweekly,ema200_above,none,2.08,-28.35,0.383,0.073,15.49,106,62.1,2.013,-1.198,-13.41,17.96,-3.39,-13.08,4.68,26.56,-0.57
60,15,10,biweekly,ema200_above,ema200_below,3.4,-23.15,0.511,0.147,23.72,88,64.4,0.408,0.618,-7.25,16.84,-3.11,-12.11,3.08,27.45,-0.57
60,15,15,weekly,none,none,-13.43,-71.04,-0.315,-0.189,-58.7,321,44.6,0.799,-1.035,14.74,-20.35,-31.25,-17.87,8.32,-5.31,-21.98
60,15,15,weekly,none,ema200_below,-17.7,-73.63,-0.677,-0.24,-69.71,270,47.2,0.108,-0.696,5.1,-16.49,-31.21,-22.32,-13.33,-4.66,-21.87
60,15,15,weekly,ema200_above,none,-3.07,-45.87,0.034,-0.067,-15.68,205,47.6,0.889,-0.704,7.43,-10.42,-2.74,-17.49,18.86,-3.99,-5.77
60,15,15,weekly,ema200_above,ema200_below,-7.71,-45.24,-0.37,-0.17,-37.03,159,51.8,-0.244,-0.017,3.84,-7.3,-3.02,-21.95,-4.9,-3.32,-5.31
60,15,15,biweekly,none,none,-8.72,-66.95,-0.291,-0.13,-42.53,160,57.2,1.638,-1.884,3.87,9.72,-47.09,-20.84,5.78,30.33,-12.87
60,15,15,biweekly,none,ema200_below,-17.57,-77.53,-0.91,-0.227,-69.14,135,59.9,0.335,-1.565,1.08,-15.63,-46.77,-25.85,-20.13,31.46,-12.87
60,15,15,biweekly,ema200_above,none,6.38,-23.21,0.677,0.275,46.42,106,59.6,2.013,-0.827,-2.63,24.4,-2.79,-11.21,6.5,35.12,-4.05
60,15,15,biweekly,ema200_above,ema200_below,-3.78,-47.75,-0.061,-0.079,-18.33,84,63.0,0.218,-0.132,-0.91,-4.22,-2.93,-16.83,-19.58,36.29,-4.05
60,15,20,weekly,none,none,-12.48,-70.34,-0.311,-0.177,-55.73,320,43.0,0.787,-1.005,15.43,-19.89,-38.0,-18.36,13.04,6.95,-21.79
60,15,20,weekly,none,ema200_below,-20.04,-74.05,-0.809,-0.271,-71.5,255,46.9,-0.222,-0.478,0.45,-21.27,-37.54,-22.92,-12.33,7.98,-21.68
60,15,20,weekly,ema200_above,none,-0.97,-46.41,0.118,-0.021,-4.21,205,45.7,0.889,-0.611,7.1,-8.37,-4.3,-17.9,23.88,5.81,-6.66
